2021-02-25 03:12:04,418 [1] DEBUG Main - Starting AppInitialize
2021-02-25 03:12:04,426 [1] DEBUG Main - ThreadPool.MinThreads: 4
2021-02-25 03:12:04,426 [1] DEBUG Main - ThreadPool.Completion Port Threads: 4
2021-02-25 03:12:04,426 [1] DEBUG Main - ThreadPool.MaxThreads: 8191
2021-02-25 03:12:04,426 [1] DEBUG Main - Bootstrapping.
2021-02-25 03:12:05,234 [1] DEBUG Bootstrapper - Bootstrapping Remote Application @ 02/25/2021 03:12:05
2021-02-25 03:12:05,262 [1] DEBUG Bootstrapper - Starting to bootstrap daos
2021-02-25 03:12:06,989 [1] INFO  WcfConfiguration - WCF configuration is as follows:
2021-02-25 03:12:06,989 [1] INFO  WcfConfiguration - clientPorts: 
2021-02-25 03:12:06,989 [1] INFO  WcfConfiguration - clientHostNameOrIPAddress: 
2021-02-25 03:12:06,989 [1] INFO  WcfConfiguration - receiveTimeout: 10
2021-02-25 03:12:06,989 [1] INFO  WcfConfiguration - sendTimeout: 15
2021-02-25 03:12:06,989 [1] INFO  WcfConfiguration - openTimeout: 2
2021-02-25 03:12:06,989 [1] INFO  WcfConfiguration - closeTimeout: 2
2021-02-25 03:12:06,989 [1] INFO  WcfConfiguration - maxBufferSize: 2147483647
2021-02-25 03:12:06,989 [1] INFO  WcfConfiguration - maxBufferPoolSize: 2147483647
2021-02-25 03:12:06,989 [1] INFO  WcfConfiguration - maxReceivedMessageSize: 2147483647
2021-02-25 03:12:06,990 [1] INFO  WcfConfiguration - readerQuotasMaxStringContentLength: 2147483647
2021-02-25 03:12:06,990 [1] INFO  WcfConfiguration - readerQuotasMaxDepth: 2147483647
2021-02-25 03:12:06,990 [1] INFO  WcfConfiguration - readerQuotasMaxArrayLength: 2147483647
2021-02-25 03:12:06,990 [1] INFO  WcfConfiguration - maxConcurrentCalls: 200
2021-02-25 03:12:06,990 [1] INFO  WcfConfiguration - maxConcurrentInstances: 200
2021-02-25 03:12:06,990 [1] INFO  WcfConfiguration - maxConcurrentSessions: 200
2021-02-25 03:12:06,990 [1] INFO  WcfConfiguration - maxConnections: 5000
2021-02-25 03:12:06,990 [1] INFO  WcfConfiguration - maxItemsInObjectGraph: 2147483647
2021-02-25 03:12:06,990 [1] INFO  WcfConfiguration - clientServerBindingType: HttpBinaryEncoded
2021-02-25 03:12:10,975 [1] DEBUG Bootstrapper - Complete bootstrapping daos
2021-02-25 03:12:10,976 [1] DEBUG Main - Done AppInitialize
2021-02-25 03:12:13,216 [10] DEBUG ServiceNameMap - Attempting to find cached Service type IApplicationService
2021-02-25 03:12:13,216 [10] DEBUG ServiceNameMap - Attempting to find Service type IApplicationService in Assemblies
2021-02-25 03:12:13,216 [10] DEBUG ServiceNameMap - Getting interface type for the service IApplicationService
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found 69 assemblies to search.
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.Web, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.Core, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.Web.ApplicationServices, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.Configuration, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.Xml, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.Runtime.Caching, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly Microsoft.Build.Utilities.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly Microsoft.JScript, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly Microsoft.CSharp, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.Data, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.Web.Services, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.Drawing, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.EnterpriseServices, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.IdentityModel, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.Runtime.Serialization, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.ServiceModel, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.ServiceModel.Activation, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.ServiceModel.Web, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.Activities, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.ServiceModel.Activities, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.WorkflowServices, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.Web.Extensions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.Data.DataSetExtensions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.Xml.Linq, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.ComponentModel.DataAnnotations, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly System.Web.DynamicData, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly Castle.Core, Version=3.2.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
2021-02-25 03:12:13,217 [10] DEBUG ServiceNameMap - Found assembly Com.Suncor.Olt.Common, Version=5.11.65533.0, Culture=neutral, PublicKeyToken=null
